UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
29,January 18 2018,DOG,American Pit Bull Terrier/Pit Bull,2,F,true,Brooklyn,11230
30,January 17 2018,DOG,Dachshund Smooth Coat,2,M,false,Brooklyn,11211
31,January 20 2018,DOG,Pit Bull,,U,false,Brooklyn,11224
32,January 21 2018,DOG,,2,M,true,Brooklyn,11231
33,January 23 2018,DOG,MIXED,,F,false,Brooklyn,11225
34,January 23 2018,DOG,MIXED,,F,false,Brooklyn,11225
35,January 23 2018,DOG,Chihuahua,4,M,false,Brooklyn,11205
36,January 15 2018,DOG,Pit Bull,,U,false,Brooklyn,11208
37,January 23 2018,DOG,Yorkshire Terrier,,U,false,Brooklyn,11210
38,January 24 2018,DOG,Shih Tzu,,U,false,Brooklyn,11233
39,January 28 2018,DOG,Pug,8,M,true,Brooklyn,11223
40,January 27 2018,DOG,Maltese,,U,false,Brooklyn,11224
41,January 28 2018,DOG,Mixed/Other,,U,false,Brooklyn,11214
42,January 29 2018,DOG,Mixed/Other,7,F,false,Brooklyn,11232
43,January 27 2018,DOG,UNKNOWN,,U,false,Brooklyn,11226
44,January 28 2018,DOG,MINATURE PINSCHER X,8,M,false,Brooklyn,11214
45,February 01 2018,DOG,TERRIER CROSS,4,M,false,Brooklyn,11233
46,January 31 2018,DOG,Shih Tzu,,U,false,Brooklyn,11215
47,February 01 2018,DOG,"Dachshund, Wirehaired, Miniature",10M,M,false,Brooklyn,
48,January 29 2018,DOG,AMERICAN STAFF X,3,M,true,Brooklyn,11201
49,February 02 2018,DOG,,,U,false,Brooklyn,11212
50,February 05 2018,DOG,Bichon Frise,,U,false,Brooklyn,11212
51,February 05 2018,DOG,German Shepherd,1,M,false,Brooklyn,11236
52,January 31 2018,DOG,Pit Bull,,U,false,Brooklyn,
53,February 04 2018,DOG,Pit Bull,,U,false,Brooklyn,11201
54,February 04 2018,DOG,MIXED BREED,,U,false,Brooklyn,11211
55,January 29 2018,DOG,MIXED,5,M,false,Brooklyn,11236
56,January 21 2018,DOG,Pit Bull,,U,false,Brooklyn,11207
57,January 21 2018,DOG,Pit Bull,,U,false,Brooklyn,11207
58,February 09 2018,DOG,Chihuahua,9M,M,false,Brooklyn,11233
59,February 07 2018,DOG,American Pit Bull Terrier/Pit Bull,2,M,false,Brooklyn,11216
60,February 13 2018,DOG,MIXED BREED,,M,false,Brooklyn,11231
61,February 05 2018,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,false,Brooklyn,11234
62,February 12 2018,DOG,German Shepherd,3,M,false,Brooklyn,11235
63,February 15 2018,DOG,MIXED BREED,,U,false,Brooklyn,11215
64,February 10 2018,DOG,Labrador Retriever,5,M,true,Brooklyn,11239
65,February 11 2018,DOG,Rottweiler,,U,false,Brooklyn,
66,February 16 2018,DOG,SHIH TZU X,9,M,false,Brooklyn,11236
67,February 14 2018,DOG,CANE CORSO/BLUE NOSED PIT BULLX,10,M,false,Brooklyn,11216
68,February 18 2018,DOG,POMERANIAN MIX,8M,M,false,Brooklyn,
69,February 19 2018,DOG,Norfolk Terrier,,U,false,Brooklyn,11231
70,February 20 2018,DOG,BORDER COLLIE MIX,3,F,false,Brooklyn,11216
71,February 16 2018,DOG,Beagle Crossbreed,4,F,true,Brooklyn,11209
72,February 19 2018,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,false,Brooklyn,11212
73,February 17 2018,DOG,POODLE MIX,4,M,true,Brooklyn,11230
74,February 11 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11220
75,February 17 2018,DOG,MIXED BREED,2,F,true,Brooklyn,11201
76,February 21 2018,DOG,,,U,false,Brooklyn,11231
77,February 07 2018,DOG,Labrador Retriever Crossbreed,4,F,true,Brooklyn,11219
78,February 09 2018,DOG,Chihuahua,7,M,true,Brooklyn,11214
79,February 22 2018,DOG,American Pit Bull Terrier/Pit Bull,2,F,false,Brooklyn,11233
80,February 24 2018,DOG,Pit Bull,3,F,true,Brooklyn,11236
81,February 25 2018,DOG,Yorkshire Terrier,,F,false,Brooklyn,11234
82,February 24 2018,DOG,Rottweiler,,U,false,Brooklyn,11233
83,February 25 2018,DOG,Pit Bull,3,M,false,Brooklyn,11218
84,February 26 2018,DOG,MINI PINSCHER/POMERANIAN X,8,M,true,Brooklyn,11214
85,February 27 2018,DOG,Pit Bull,3,F,false,Brooklyn,11208
86,February 26 2018,DOG,"Poodle, Standard",5,F,false,Brooklyn,11220
87,February 17 2018,DOG,Pit Bull,,U,false,Brooklyn,11233
88,February 26 2018,DOG,Labradoodle,8,M,true,Brooklyn,11201
89,March 04 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11206
90,March 03 2018,DOG,Australian Silky Terrier,6,M,true,Brooklyn,11208
91,March 02 2018,DOG,Cocker Spaniel,2,M,false,Brooklyn,11209
92,March 04 2018,DOG,Beagle Crossbreed,,U,false,Brooklyn,11215
93,March 04 2018,DOG,Siberian Husky,5,F,true,Brooklyn,11234
94,March 05 2018,DOG,MIXED BREED,3,M,false,Brooklyn,11225
95,March 04 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,true,Brooklyn,
96,February 28 2018,DOG,SHEPHERD/POINTER X,1,M,true,Brooklyn,11209
97,March 05 2018,DOG,Boxer,,U,false,Brooklyn,11215
98,March 06 2018,DOG,Shih Tzu,,U,false,Brooklyn,
99,March 06 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11220
100,March 06 2018,DOG,MIXED BREED,13,M,true,Brooklyn,11229
101,March 03 2018,DOG,TERRIER MIX,5,M,false,Brooklyn,11234
102,February 21 2018,DOG,German Shepherd,,U,false,Brooklyn,11219
103,March 04 2018,DOG,,,U,false,Brooklyn,11236
104,February 22 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11212
105,March 11 2018,DOG,Pit Bull,2,F,true,Brooklyn,11234
106,March 12 2018,DOG,Siberian Husky,2,M,false,Brooklyn,11219
107,March 11 2018,DOG,Pit Bull,4M,F,false,Brooklyn,11231
108,March 09 2018,DOG,Labrador Retriever,10W,M,false,Brooklyn,11222
109,March 15 2018,DOG,Beagle,7,M,true,Brooklyn,11220
110,March 17 2018,DOG,Jack Russ,,U,false,Brooklyn,11229
111,March 17 2018,DOG,Rottweiler,4,M,true,Brooklyn,11206
112,March 17 2018,DOG,Labrador Retriever Crossbreed,2,M,true,Brooklyn,11223
113,March 18 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,false,Brooklyn,11216
114,March 18 2018,DOG,MIXED BREED,11,F,false,Brooklyn,11211
115,March 18 2018,DOG,MIXED BREED,9,U,false,Brooklyn,11208
116,March 17 2018,DOG,MIXED BREED,2,F,false,Brooklyn,11203
117,March 11 2018,DOG,MIXED BREED,6,F,true,Brooklyn,11206
118,March 20 2018,DOG,UNKNOWN,,U,false,Brooklyn,11209
119,March 22 2018,DOG,UNKNOWN,,U,false,Brooklyn,11215
120,March 17 2018,DOG,UNKNOWN,,U,false,Brooklyn,11238
121,March 21 2018,DOG,Maltese,7-8M,F,false,Brooklyn,11216
122,March 11 2018,DOG,Lhasa Apso,1,M,false,Brooklyn,11226
123,March 26 2018,DOG,CORGI-CHIHUAHUA X,11,M,true,Brooklyn,11225
124,March 22 2018,DOG,Puggle,9,M,false,Brooklyn,11204
125,March 25 2018,DOG,ENGLISH STAFFORDSHIRE TERRIER,1,M,true,Brooklyn,11215
126,March 23 2018,DOG,MIXED BREED,8,M,true,Brooklyn,11218
127,March 26 2018,DOG,Pit Bull,,U,false,Brooklyn,11207
128,March 27 2018,DOG,UNKNOWN,,U,false,Brooklyn,
129,March 23 2018,DOG,Shih Tzu,13,F,false,Brooklyn,11209
130,March 27 2018,DOG,Bichon Frise,,U,false,Brooklyn,
131,March 26 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11207
132,March 23 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,
133,March 25 2018,DOG,UNKNOWN,,U,false,Brooklyn,
134,March 28 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,true,Brooklyn,11221
135,March 29 2018,DOG,Shih Tzu,2,F,false,Brooklyn,11237
136,March 30 2018,DOG,BICHON / POODLE MIX,11,M,false,Brooklyn,11226
137,April 01 2018,DOG,UNKNOWN,,U,false,Brooklyn,
138,March 31 2018,DOG,Maltese,11,M,true,Brooklyn,11215
139,April 04 2018,DOG,MIXED BREED,4,F,false,Brooklyn,11208
140,March 31 2018,DOG,MALTESE/ SHIH TZU X,3,M,false,Brooklyn,11234
141,March 31 2018,DOG,SIBERIAN HUSKY X,4,M,false,Brooklyn,11214
142,April 04 2018,DOG,MIXED BREED,10,M,false,Brooklyn,11207
143,April 04 2018,DOG,MIXED BREED,10,M,false,Brooklyn,11207
144,April 03 2018,DOG,MIXED BREED,3,M,false,Brooklyn,11237
145,April 04 2018,DOG,MIXED BREED,3,M,false,Brooklyn,11237
146,March 29 2018,DOG,MIXED BREED,4,M,false,Brooklyn,11216
147,April 04 2018,DOG,MIXED BREED,4,M,false,Brooklyn,11216
148,April 08 2018,DOG,MIXED BREED,2,M,false,Brooklyn,11249
149,April 08 2018,DOG,MIXED BREED,2,M,false,Brooklyn,11249
150,April 07 2018,DOG,Akita,4,M,false,Brooklyn,11207
151,April 08 2018,DOG,SHIH TZU X,3,M,false,Brooklyn,
152,April 08 2018,DOG,RAT TERRIER MIX,1,U,true,Brooklyn,11211
153,April 09 2018,DOG,BOSTON TERRIER/CHIHUAHUA,6,F,true,Brooklyn,11201
154,April 09 2018,DOG,German Shepherd Crossbreed,3,M,true,Brooklyn,11221
155,March 31 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11218
156,April 07 2018,DOG,SHEPERD,,U,false,Brooklyn,
157,April 08 2018,DOG,MIXED BREED,3,M,true,Brooklyn,11238
158,April 09 2018,DOG,Siberian Husky,1,M,true,Brooklyn,11238
159,April 10 2018,DOG,Shih Tzu,6,M,true,Brooklyn,
160,April 10 2018,DOG,Pit Bull,,U,false,Brooklyn,11236
161,April 10 2018,DOG,Maltese,10,F,true,Brooklyn,11223
162,April 02 2018,DOG,MIXED,6,F,true,Brooklyn,11218
163,April 08 2018,DOG,Yorkshire Terrier Crossbreed,6,M,false,Brooklyn,11221
164,April 07 2018,DOG,BORDER COLLIE X,,M,false,Brooklyn,
165,April 07 2018,DOG,American Pit Bull Terrier/Pit Bull,1,M,false,Brooklyn,11230
166,April 14 2018,DOG,Cane Corso,9,F,false,Brooklyn,11234
167,April 16 2018,DOG,Dachshund Smooth Coat,12,F,true,Brooklyn,11249
168,April 16 2018,DOG,Rottweiler,2,M,true,Brooklyn,11208
169,April 15 2018,DOG,HOUND,,U,false,Brooklyn,11231
170,April 12 2018,DOG,Pit Bull,,U,false,Brooklyn,11217
171,April 10 2018,DOG,MALTESE/ SHIH TZU,1,M,true,Brooklyn,11201
172,April 18 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11207
173,April 18 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11236
174,April 18 2018,DOG,MIXED,2,M,false,Brooklyn,11236
175,April 18 2018,DOG,,,U,false,Brooklyn,
176,April 19 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,false,Brooklyn,11206
177,April 21 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,false,Brooklyn,11231
178,April 23 2018,DOG,Shih Tzu,7,M,false,Brooklyn,11229
179,April 19 2018,DOG,German Shepherd,,U,false,Brooklyn,11233
180,April 23 2018,DOG,MIXED,8,M,false,Brooklyn,11208
181,April 21 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11220
182,April 21 2018,DOG,UNKNOWN,,U,false,Brooklyn,11238
183,April 23 2018,DOG,German Shepherd,2,M,true,Brooklyn,11230
184,April 24 2018,DOG,German Shepherd Crossbreed,8,M,true,Brooklyn,11226
185,April 24 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11209
186,April 18 2018,DOG,UNKNOWN,,U,false,Brooklyn,11214
187,April 23 2018,DOG,UNKNOWN,,U,false,Brooklyn,
188,April 24 2018,DOG,Pit Bull,,U,false,Brooklyn,11206
189,April 24 2018,DOG,Pit Bull,,U,false,Brooklyn,
190,April 18 2018,DOG,Chihuahua,,U,false,Brooklyn,11221
191,April 25 2018,DOG,SHIH TZU X,,U,false,Brooklyn,11233
192,April 26 2018,DOG,Pit Bull,,U,false,Brooklyn,11238
193,April 02 2018,DOG,LHASA APSO/POODLE X,5,F,true,Brooklyn,11210
194,April 29 2018,DOG,Pit Bull,,U,false,Brooklyn,11233
195,April 27 2018,DOG,MIXED BREED,5,M,false,Brooklyn,11203
196,April 25 2018,DOG,ASIAN SHEPERD,2,M,true,Brooklyn,11204
197,May 01 2018,DOG,German Shepherd,9M,M,true,Brooklyn,11230
198,April 29 2018,DOG,MIXED,2,F,true,Brooklyn,11232
199,May 01 2018,DOG,MIXED,,U,false,Brooklyn,
200,April 14 2018,DOG,Mixed/Other,4,M,false,Brooklyn,
201,May 01 2018,DOG,Golden Retriever,1,M,false,Brooklyn,11230
202,May 02 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,false,Brooklyn,11220
203,May 02 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11213
204,May 02 2018,DOG,Labrador Retriever Crossbreed,5,M,true,Brooklyn,11222
205,April 27 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11215
206,May 03 2018,DOG,UNKNOWN,,U,false,Brooklyn,11234
207,May 07 2018,DOG,American Pit Bull Mix / Pit Bull Mix,,M,false,Brooklyn,11224
208,May 05 2018,DOG,,,U,false,Brooklyn,11204
209,May 05 2018,DOG,UNKNOWN,,M,false,Brooklyn,11220
210,May 04 2018,DOG,Yorkshire Terrier,15,M,true,Brooklyn,11214
211,May 07 2018,DOG,PIT BULL/LAB X,8,F,false,Brooklyn,11203
212,April 27 2018,DOG,Shiba Inu,,M,false,Brooklyn,
213,May 07 2018,DOG,Yorkshire Terrier,1,F,false,Brooklyn,11207
214,May 09 2018,DOG,Bull dog,,U,false,Brooklyn,
215,May 07 2018,DOG,Pit Bull,,U,false,Brooklyn,11214
216,May 08 2018,DOG,Rottweiler,1,M,true,Brooklyn,11236
217,May 01 2018,DOG,German Shepherd Crossbreed,15,M,true,Brooklyn,11238
218,March 04 2018,DOG,UNKNOWN,,U,false,Brooklyn,11206
219,May 10 2018,DOG,Siberian Husky,,U,false,Brooklyn,11205
220,May 07 2018,DOG,,,U,false,Brooklyn,
221,May 09 2018,DOG,AUSTRALIAN CATTLEDOG,6,F,true,Brooklyn,11226
222,May 10 2018,DOG,Yorkshire Terrier Crossbreed,7,F,false,Brooklyn,11205
223,May 12 2018,DOG,American Pit Bull Terrier/Pit Bull,,F,false,Brooklyn,11230
224,May 12 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11221
225,May 14 2018,DOG,Beagle Crossbreed,4,M,true,Brooklyn,11225
226,May 12 2018,DOG,"Bull Dog, French",2,M,true,Brooklyn,11235
227,May 15 2018,DOG,MIXED BREED,8,M,false,Brooklyn,11208
228,May 09 2018,DOG,UNKNOWN,,U,false,Brooklyn,11223
229,May 14 2018,DOG,UNKNOWN,,U,false,Brooklyn,11210
230,May 14 2018,DOG,Great Dane,,U,false,Brooklyn,11213
231,May 13 2018,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Brooklyn,11221
232,April 17 2018,DOG,Cane Corso,1,F,false,Brooklyn,11236
233,May 17 2018,DOG,Labrador Retriever Crossbreed,3,M,true,Brooklyn,11201
234,May 18 2018,DOG,Pit Bull,,U,false,Brooklyn,11213
235,May 20 2018,DOG,MIXED BREED,1,M,false,Brooklyn,11236
236,May 19 2018,DOG,SPANIEL,,U,false,Brooklyn,11218
237,May 19 2018,DOG,MIXED BREED,,U,false,Brooklyn,11226
238,May 20 2018,DOG,American Pit Bull Terrier/Pit Bull,4,F,false,Brooklyn,11221
239,May 18 2018,DOG,HUSKY,,U,false,Brooklyn,11221
240,May 22 2018,DOG,Pit Bull,,U,false,Brooklyn,11213
241,May 22 2018,DOG,Pit Bull,,U,false,Brooklyn,11226
242,May 20 2018,DOG,UNKNOWN,,U,false,Brooklyn,11212
243,May 23 2018,DOG,Cocker Spaniel,6,F,false,Brooklyn,11224
244,May 23 2018,DOG,Pit Bull,,U,false,Brooklyn,11208
245,May 24 2018,DOG,CHOW CHOW X,4,F,true,Brooklyn,11217
246,May 24 2018,DOG,CHOW CHOW X,4,F,true,Brooklyn,11217
247,May 28 2018,DOG,LARGE MIXED BREED,6,F,false,Brooklyn,11216
248,May 20 2018,DOG,MIXED,,U,false,Brooklyn,11220
249,May 28 2018,DOG,Pit Bull,,U,false,Brooklyn,
250,May 26 2018,DOG,AMERICAN BULLY,1,M,false,Brooklyn,11208
251,May 26 2018,DOG,Shih Tzu,,U,false,Brooklyn,11221
252,May 26 2018,DOG,MIXED BREED,,F,false,Brooklyn,11213
253,May 24 2018,DOG,MIXED BREED,1,M,false,Brooklyn,11216
254,May 27 2018,DOG,Golden Retriever,8,F,false,Brooklyn,
255,May 26 2018,DOG,UNCERTAIN,,U,false,Brooklyn,
256,May 24 2018,DOG,American Pit Bull Terrier/Pit Bull,5,M,true,Brooklyn,11212
257,June 01 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,false,Brooklyn,11223
258,June 02 2018,DOG,UNKNOWN,,U,false,Brooklyn,11221
259,June 02 2018,DOG,UNKNOWN,,U,false,Brooklyn,
260,June 02 2018,DOG,Pit Bull,3,M,false,Brooklyn,11233
261,June 05 2018,DOG,Mixed/Other,,U,false,Brooklyn,11209
262,June 01 2018,DOG,ZUCHON,4,M,false,Brooklyn,11217
263,June 01 2018,DOG,HOUND,2,M,true,Brooklyn,
264,June 02 2018,DOG,,,U,false,Brooklyn,
265,June 02 2018,DOG,Dachshund Smooth Coat,11,M,true,Brooklyn,11236
266,June 04 2018,DOG,SMALL MIXED BREED,8,F,false,Brooklyn,11208
267,June 04 2018,DOG,Pit Bull,,U,false,Brooklyn,11222
268,June 01 2018,DOG,Pit Bull,,U,false,Brooklyn,11230
269,May 25 2018,DOG,Beagle Crossbreed,,U,false,Brooklyn,11223
270,May 26 2018,DOG,"Bull Dog, English",6,M,true,Brooklyn,11220
271,May 25 2018,DOG,MIXED,,U,false,Brooklyn,11222
272,May 30 2018,DOG,MEDIUM MIXED BREED,5,F,false,Brooklyn,11208
273,June 08 2018,DOG,MEDIUM MIXED BREED,3,M,false,Brooklyn,11208
274,May 31 2018,DOG,Boxer,,U,false,Brooklyn,11207
275,May 26 2018,DOG,Shih Tzu,2,M,false,Brooklyn,11204
276,May 21 2018,DOG,Pit Bull,,U,false,Brooklyn,11220
277,May 30 2018,DOG,Shih Tzu,,U,false,Brooklyn,11238
278,June 06 2018,DOG,Yorkshire Terrier Crossbreed,,U,false,Brooklyn,11234
279,June 12 2018,DOG,Pit Bull,3,M,false,Brooklyn,11231
280,June 06 2018,DOG,MALTESE BIGHON MIX WHITE,,U,false,Brooklyn,
281,June 01 2018,DOG,BORDER COLLIE MIX,6,M,true,Brooklyn,11217
282,June 10 2018,DOG,Yorkshire Terrier,,U,false,Brooklyn,11201
283,June 02 2018,DOG,American Pit Bull Mix / Pit Bull Mix,,U,false,Brooklyn,11225
284,June 14 2018,DOG,TERRIER/MALTESE MIX,4,F,true,Brooklyn,11205
285,June 07 2018,DOG,"Poodle, Standard",,U,false,Brooklyn,11207
286,May 31 2018,DOG,Mixed/Other,,U,false,Brooklyn,11201
287,June 09 2018,DOG,Pit Bull,,U,false,Brooklyn,11205
288,May 23 2018,DOG,German Shepherd,4,M,false,Brooklyn,11234
289,May 30 2018,DOG,SHIH POO,2,F,false,Brooklyn,11203
290,June 14 2018,DOG,Pit Bull,,U,false,Brooklyn,11205
291,June 14 2018,DOG,Pit Bull,,U,false,Brooklyn,11205
292,June 07 2018,DOG,,,U,false,Brooklyn,
293,June 09 2018,DOG,Mixed/Other,5,F,false,Brooklyn,11238
294,June 14 2018,DOG,UNKNOWN,,U,false,Brooklyn,11205
295,June 10 2018,DOG,,,U,false,Brooklyn,11234
296,June 02 2018,DOG,Maltese,6,F,false,Brooklyn,11224
297,June 16 2018,DOG,Pit Bull,,U,false,Brooklyn,11236
298,June 04 2018,DOG,American Pit Bull Mix / Pit Bull Mix,,U,false,Brooklyn,11224
299,June 12 2018,DOG,MIXED BREED,,U,false,Brooklyn,11220
300,June 10 2018,DOG,Maltese,,M,false,Brooklyn,11206
301,June 19 2018,DOG,UNCERTAIN,,M,false,Brooklyn,11208
302,June 11 2018,DOG,Shih Tzu,,U,false,Brooklyn,11218
303,June 06 2018,DOG,Shih Tzu,,U,false,Brooklyn,11216
304,May 28 2018,DOG,Boston Terrier,,U,false,Brooklyn,11215
305,June 13 2018,DOG,Pit Bull,,U,false,Brooklyn,11203
306,June 11 2018,DOG,BERNEDOODLE,,U,false,Brooklyn,11238
307,June 20 2018,DOG,LARGE MIXED BREED,2,M,false,Brooklyn,11212
308,June 20 2018,DOG,LARGE MIXED BREED,2,F,false,Brooklyn,
309,June 18 2018,DOG,PUG OR PIT BULL,,U,false,Brooklyn,11249
310,June 17 2018,DOG,Pit Bull,,U,false,Brooklyn,11236
311,June 13 2018,DOG,HOUND,,U,false,Brooklyn,11231
312,June 18 2018,DOG,UNKNOWN,,U,false,Brooklyn,11221
313,June 16 2018,DOG,AUSTRALIAN SHEPARD - POODLE MIX,4,M,false,Brooklyn,
314,June 16 2018,DOG,UNKNOWN,,U,false,Brooklyn,
315,June 19 2018,DOG,Pit Bull,,U,false,Brooklyn,11226
316,June 24 2018,DOG,Maltese,9,F,true,Brooklyn,11212
317,June 18 2018,DOG,UNCERTAIN,4,M,true,Brooklyn,11215
318,May 28 2018,DOG,AUSTRALIAN CATTLE DOG,6,M,true,Brooklyn,11238
319,June 24 2018,DOG,LARGE MIXED BREED,1,M,false,Brooklyn,11210
320,June 23 2018,DOG,SMALL MIXED BREED,1,M,false,Brooklyn,11212
321,June 17 2018,DOG,Pit Bull,,U,false,Brooklyn,
322,June 19 2018,DOG,UNKNOWN,,U,false,Brooklyn,
323,June 21 2018,DOG,SHIH TZU/MALTESE X,7,M,true,Brooklyn,11236
324,June 23 2018,DOG,Cocker Spaniel,,U,false,Brooklyn,
325,June 21 2018,DOG,Boston Terrier,5,M,true,Brooklyn,11233
326,June 21 2018,DOG,Cane Corso,7 YRS,M,false,Brooklyn,11223
327,June 24 2018,DOG,MIXED,1,F,false,Brooklyn,11219
328,June 27 2018,DOG,Chihuahua Crossbreed,2,M,false,Brooklyn,11219
329,June 22 2018,DOG,UNKNOWN,,U,false,Brooklyn,11219
330,June 22 2018,DOG,,,U,false,Brooklyn,11205
331,June 25 2018,DOG,Siberian Husky,,U,false,Brooklyn,11229
332,June 16 2018,DOG,German Shepherd,4,M,false,Brooklyn,11224
333,June 30 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11220
334,June 22 2018,DOG,Labrador Retriever,1,M,true,Brooklyn,11209
335,June 27 2018,DOG,CHORKIE,,U,false,Brooklyn,11204
336,June 21 2018,DOG,Shiba Inu,3,F,true,Brooklyn,11223
337,June 22 2018,DOG,German Shepherd,5,M,false,Brooklyn,11220
338,June 22 2018,DOG,German Shepherd,5,M,false,Brooklyn,
339,June 23 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11237
340,June 23 2018,DOG,PETITE GOLDEN DOODLE,4,M,true,Brooklyn,11201
341,June 21 2018,DOG,Pit Bull,,U,false,Brooklyn,11226
342,June 23 2018,DOG,Yorkshire Terrier,4,M,false,Brooklyn,11235
343,June 23 2018,DOG,UNKNOWN,,U,false,Brooklyn,112
344,June 22 2018,DOG,Golden Retriever,,U,false,Brooklyn,11215
345,June 16 2018,DOG,UNKNOWN,,U,false,Brooklyn,11224
346,July 04 2018,DOG,Yorkshire Terrier,8,M,false,Brooklyn,11236
347,July 04 2018,DOG,Pit Bull,,U,false,Brooklyn,11233
348,July 04 2018,DOG,German Shepherd,,U,false,Brooklyn,11216
349,July 03 2018,DOG,HOUND MIX,2,M,true,Brooklyn,11209
350,July 05 2018,DOG,"Bull Dog, English",11,M,true,Brooklyn,11234
351,July 04 2018,DOG,SMALL DOG,,U,false,Brooklyn,11236
352,July 06 2018,DOG,LARGE MIXED BREED,2,M,false,Brooklyn,11208
353,July 06 2018,DOG,MEDIUM MIXED BREED,2,F,true,Brooklyn,11203
354,June 22 2018,DOG,Pit Bull,,U,false,Brooklyn,11233
355,June 26 2018,DOG,,,U,false,Brooklyn,11234
356,June 24 2018,DOG,"Poodle, Standard",,U,false,Brooklyn,11230
357,June 21 2018,DOG,SHEPERD,,U,false,Brooklyn,11229
358,June 25 2018,DOG,UNKNOWN,,M,false,Brooklyn,11207
359,June 27 2018,DOG,,,U,false,Brooklyn,11237
360,June 25 2018,DOG,Pit Bull,,U,false,Brooklyn,11223
361,June 27 2018,DOG,LABRADOR X,,U,false,Brooklyn,11219
362,June 29 2018,DOG,Dachshund Smooth Coat,2,F,true,Brooklyn,11236
363,July 09 2018,DOG,LARGE MIXED BREED,5,M,false,Brooklyn,11208
364,June 28 2018,DOG,UNCERTAIN,,U,false,Brooklyn,11226
365,July 04 2018,DOG,Pomeranian,8,M,false,Brooklyn,11223
366,July 05 2018,DOG,SPANIEL/POODLE MIX,12,M,true,Brooklyn,11217
